web-scraper-order,web-scraper-start-url,link,link-href,prix,div,equip
"1679589901-205","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","Camera Icon5900,000 DHAppartement  - maison en Vente à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/appartements/Appartement____maison_en_Vente_%C3%A0_Agadir_50106717.htm","900 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Autre secteur""},{""div"":""Étage""},{""div"":""2""},{""div"":""Salons""},{""div"":""2""},{""div"":""Surface habitable""},{""div"":""84""},{""div"":""Âge du bien""},{""div"":""11-20 ans""}]","[]"
"1679589903-206","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","245,000 DHAppartement à Agadir à vendre AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Taddart Anza","https://www.avito.ma/fr/taddart_anza/appartements/Appartement_%C3%A0_Agadir_%C3%A0_vendre__50109432.htm","245 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Taddart Anza""},{""div"":""Étage""},{""div"":""2""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[]"
"1679589905-207","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","Camera Icon8945,000 DHAPPART A VENDRE 116m CENTRE AGADIR 4FACADES FINIAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Al Wafaa","https://www.avito.ma/fr/hay_al_wafaa/appartements/APPART_A_VENDRE_116m_CENTRE_AGADIR_4FACADES_FINI_50111365.htm","945 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Al Wafaa""},{""div"":""Étage""},{""div"":""4""},{""div"":""Surface habitable""},{""div"":""116""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""100""},{""div"":""Âge du bien""},{""div"":""11-20 ans""}]","[{""equip"":""Sécurité""},{""equip"":""Terrasse""},{""equip"":""Cuisine équipée""},{""equip"":""Climatisation""},{""equip"":""Parking""},{""equip"":""Chauffage""}]"
"1679589907-208","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","Camera Icon8390,000 DHشقة بحي سلام أكادير AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/%D8%B4%D9%82%D8%A9_%D8%A8%D8%AD%D9%8A_%D8%B3%D9%84%D8%A7%D9%85_%D8%A3%D9%83%D8%A7%D8%AF%D9%8A%D8%B1__50113043.htm","390 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Étage""},{""div"":""4""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Balcon""},{""equip"":""Cuisine équipée""}]"
"1679589913-209","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","600,000 DHappartement à vendre à Agadir Nahda ihchach AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Ihchach","https://www.avito.ma/fr/ihchach/appartements/appartement_%C3%A0_vendre_%C3%A0_Agadir_Nahda_ihchach__50118866.htm","600 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Ihchach""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""2""}]","[{""equip"":""Climatisation""}]"
"1679589915-210","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","Camera Icon2660,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_en_Vente_%C3%A0_Agadir_50119962.htm","660 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Étage""},{""div"":""2""},{""div"":""Frais de syndic / mois""},{""div"":""100""},{""div"":""Âge du bien""},{""div"":""11-20 ans""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""74""}]","[{""equip"":""Parking""},{""equip"":""Sécurité""},{""equip"":""Meublé""},{""equip"":""Cuisine équipée""},{""equip"":""Concierge""},{""equip"":""Balcon""},{""equip"":""Terrasse""},{""equip"":""Climatisation""}]"
"1679589918-211","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","Camera Icon8310,000 DHAppartement à vendre AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Cité Adrar","https://www.avito.ma/fr/cite_adrar/appartements/Appartement_%C3%A0_vendre__50122442.htm","310 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Cité Adrar""},{""div"":""Surface habitable""},{""div"":""52""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Frais de syndic / mois""},{""div"":""70""},{""div"":""Étage""},{""div"":""4""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Parking""},{""equip"":""Terrasse""},{""equip"":""Sécurité""},{""equip"":""Concierge""},{""equip"":""Balcon""}]"
"1679589920-212","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","Camera Icon8500,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_en_Vente_%C3%A0_Agadir_50122721.htm","500 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Frais de syndic / mois""},{""div"":""500000""},{""div"":""Surface habitable""},{""div"":""70""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""2""}]","[]"
"1679589922-213","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","Camera Icon6640,000 DHAppartement AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement__50130234.htm","640 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""68""}]","[{""equip"":""Ascenseur""},{""equip"":""Meublé""},{""equip"":""Sécurité""},{""equip"":""Cuisine équipée""}]"
"1679589924-214","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","Camera Icon13,790,000 DHappartement à marina 3 façade AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Marina","https://www.avito.ma/fr/marina/appartements/appartement_%C3%A0_marina_3_fa%C3%A7ade__50130427.htm","3 790 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Marina""},{""div"":""Étage""},{""div"":""Rez de chaussée""}]","[]"
"1679589927-215","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=33&price_min=0","220,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/appartements/Appartement_en_Vente_%C3%A0_Agadir_50130864.htm","220 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Autre secteur""},{""div"":""Frais de syndic / mois""},{""div"":""60""},{""div"":""Étage""},{""div"":""2""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""45""}]","[{""equip"":""Sécurité""},{""equip"":""Terrasse""},{""equip"":""Concierge""},{""equip"":""Parking""}]"
"1679589931-216","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon81,400,000 DH2 bel Appartement à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Centre Ville","https://www.avito.ma/fr/centre_ville/appartements/2_bel_Appartement_%C3%A0_Agadir_50135115.htm","1 400 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Centre Ville""},{""div"":""Salons""},{""div"":""2""},{""div"":""Frais de syndic / mois""},{""div"":""50""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Surface habitable""},{""div"":""100""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[{""equip"":""Meublé""},{""equip"":""Climatisation""},{""equip"":""Terrasse""},{""equip"":""Cuisine équipée""},{""equip"":""Parking""},{""equip"":""Sécurité""}]"
"1679589934-217","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon81,690,000 DHAppartement luxe à Agadir super déco moderneAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Amicales","https://www.avito.ma/fr/amicales/appartements/Appartement_luxe_%C3%A0_Agadir_super_d%C3%A9co_moderne_50139803.htm","1 690 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Amicales""},{""div"":""Salons""},{""div"":""2""},{""div"":""Surface habitable""},{""div"":""131""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Étage""},{""div"":""3""},{""div"":""Frais de syndic / mois""},{""div"":""300""}]","[{""equip"":""Parking""},{""equip"":""Chauffage""},{""equip"":""Ascenseur""},{""equip"":""Climatisation""},{""equip"":""Sécurité""},{""equip"":""Meublé""},{""equip"":""Cuisine équipée""},{""equip"":""Balcon""},{""equip"":""Concierge""}]"
"1679589936-218","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon61,100,000 DHappartement AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Haut-Founty","https://www.avito.ma/fr/hautfounty/appartements/appartement__50144663.htm","1 100 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Haut-Founty""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Frais de syndic / mois""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""90""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Parking""},{""equip"":""Sécurité""},{""equip"":""Chauffage""},{""equip"":""Climatisation""},{""equip"":""Terrasse""}]"
"1679589938-219","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon2280,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Al Wafaa","https://www.avito.ma/fr/hay_al_wafaa/appartements/Appartement_en_Vente_%C3%A0_Agadir_50145545.htm","280 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Al Wafaa""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""34""}]","[]"
"1679589941-220","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","630,000 DHappartement à vendreAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Abattoirs","https://www.avito.ma/fr/abattoirs/appartements/appartement_%C3%A0_vendre_50152055.htm","630 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Abattoirs""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""60""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Frais de syndic / mois""},{""div"":""1""}]","[{""equip"":""Terrasse""},{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Sécurité""}]"
"1679589945-221","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon8650,000 DHشقة AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Assaka","https://www.avito.ma/fr/assaka/appartements/%D8%B4%D9%82%D8%A9__50156423.htm","650 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Assaka""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""11111""},{""div"":""Surface habitable""},{""div"":""65""},{""div"":""Âge du bien""},{""div"":""Neuf""}]","[]"
"1679589947-222","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","600,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_en_Vente_%C3%A0_Agadir_50160875.htm","600 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Frais de syndic / mois""},{""div"":""120""},{""div"":""Âge du bien""},{""div"":""11-20 ans""},{""div"":""Étage""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""70""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Meublé""},{""equip"":""Chauffage""},{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Sécurité""},{""equip"":""Concierge""},{""equip"":""Cuisine équipée""}]"
"1679589950-223","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","600,000 DHappartement rez de chaussée commercialeAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Dakhla","https://www.avito.ma/fr/hay_dakhla/appartements/appartement_rez_de_chauss%C3%A9e_commerciale_50181641.htm","600 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Dakhla""},{""div"":""Frais de syndic / mois""},{""div"":""50""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Surface habitable""},{""div"":""70""}]","[{""equip"":""Sécurité""},{""equip"":""Parking""},{""equip"":""Terrasse""}]"
"1679589952-224","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon2400,000 DHشقة AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/%D8%B4%D9%82%D8%A9__50183953.htm","400 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Étage""},{""div"":""4""},{""div"":""Surface habitable""},{""div"":""57""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""100""}]","[{""equip"":""Concierge""},{""equip"":""Sécurité""},{""equip"":""Balcon""},{""equip"":""Parking""}]"
"1679589954-225","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon81,400,000 DHbel appartementAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/bel_appartement_50183991.htm","1 400 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Étage""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""100""},{""div"":""Surface habitable""},{""div"":""123""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[]"
"1679589956-226","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon2380,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_en_Vente_%C3%A0_Agadir_50184051.htm","380 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""58""},{""div"":""Étage""},{""div"":""4""},{""div"":""Âge du bien""},{""div"":""6-10 ans""}]","[{""equip"":""Sécurité""},{""equip"":""Concierge""},{""equip"":""Parking""},{""equip"":""Balcon""}]"
"1679589959-227","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon8580,000 DHappartement à vendre Agadir hay mohamdi AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/appartement_%C3%A0_vendre_Agadir_hay_mohamdi__50063676.htm","580 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""3""},{""div"":""Surface habitable""},{""div"":""77""}]","[{""equip"":""Climatisation""},{""equip"":""Meublé""},{""equip"":""Parking""},{""equip"":""Concierge""},{""equip"":""Sécurité""},{""equip"":""Balcon""},{""equip"":""Chauffage""},{""equip"":""Cuisine équipée""}]"
"1679589961-228","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon4380,000 DHAppartement en Vente à Agadir Hay SalamAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_en_Vente_%C3%A0_Agadir_Hay_Salam_50188478.htm","380 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Frais de syndic / mois""},{""div"":""50""},{""div"":""Surface habitable""},{""div"":""56""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""4""}]","[{""equip"":""Sécurité""},{""equip"":""Parking""},{""equip"":""Balcon""}]"
"1679589964-229","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon8250,000 DHAppartement à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_Agadir_50196749.htm","250 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Autre secteur""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Surface habitable""},{""div"":""60""}]","[{""equip"":""Terrasse""},{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Concierge""},{""equip"":""Sécurité""}]"
"1679589966-230","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon4380,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/appartements/Appartement_en_Vente_%C3%A0_Agadir_50202259.htm","380 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Autre secteur""},{""div"":""Étage""},{""div"":""4""},{""div"":""Frais de syndic / mois""},{""div"":""70""},{""div"":""Surface habitable""},{""div"":""66""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""6-10 ans""}]","[]"
"1679589968-231","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon6750,000 DHMaison 1er et 2eme étg 68m2 à Salam à vendre AppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Maison_1er_et_2eme_%C3%A9tg_68m2_%C3%A0_Salam_%C3%A0_vendre__50204078.htm","750 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Surface habitable""},{""div"":""68""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Étage""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""10""}]","[]"
"1679589970-232","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=32&price_min=0","Camera Icon61,200,000 DHAppartement en Vente à riad salamAppartementsTimeFill Iconil y a 9 moisMapPinFill IconAgadir, Riad Salam","https://www.avito.ma/fr/riad_salam/appartements/Appartement_en_Vente_%C3%A0_riad_salam_50084439.htm","1 200 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Riad Salam""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Cuisine équipée""},{""equip"":""Balcon""},{""equip"":""Meublé""},{""equip"":""Climatisation""},{""equip"":""Concierge""},{""equip"":""Sécurité""}]"
